,squadra,esito
0,Salernitana,pareggio
1,Milan,vittoria
2,Roma,vittoria
3,Empoli,vittoria
4,Frosinone,pareggio
5,Monza,sconfitta
6,Cagliari,vittoria
7,Verona,sconfitta
8,Juventus,vittoria
9,Udinese,sconfitta
10,Sassuolo,pareggio
11,Lecce,sconfitta
12,Lazio,sconfitta
13,Torino,sconfitta
14,Bologna,pareggio
15,Napoli,vittoria
16,Atalanta,sconfitta
17,Genoa,vittoria
18,Fiorentina,sconfitta
19,Inter,vittoria
