,squadra,esito
0,Torino,pareggio
1,Monza,pareggio
2,Sassuolo,vittoria
3,Cagliari,pareggio
4,Empoli,pareggio
5,Verona,vittoria
6,Milan,pareggio
7,Roma,pareggio
8,Salernitana,sconfitta
9,Udinese,pareggio
10,Bologna,pareggio
11,Lazio,pareggio
12,Inter,sconfitta
13,Lecce,pareggio
14,Frosinone,pareggio
15,Fiorentina,sconfitta
16,Genoa,pareggio
17,Juventus,pareggio
18,Atalanta,vittoria
19,Napoli,pareggio
