,squadra,esito
0,Bologna,vittoria
1,Sassuolo,sconfitta
2,Salernitana,sconfitta
3,Genoa,vittoria
4,Juventus,vittoria
5,Cagliari,pareggio
6,Lecce,sconfitta
7,Milan,pareggio
8,Roma,vittoria
9,Fiorentina,vittoria
10,Verona,sconfitta
11,Empoli,vittoria
12,Monza,vittoria
13,Udinese,sconfitta
14,Frosinone,sconfitta
15,Napoli,pareggio
16,Inter,vittoria
17,Atalanta,pareggio
18,Torino,sconfitta
19,Lazio,sconfitta
