,squadra,esito
0,Lazio,vittoria
1,Lecce,vittoria
2,Torino,pareggio
3,Bologna,pareggio
4,Napoli,pareggio
5,Sassuolo,pareggio
6,Inter,pareggio
7,Fiorentina,pareggio
8,Atalanta,pareggio
9,Udinese,sconfitta
10,Salernitana,sconfitta
11,Empoli,sconfitta
12,Juventus,pareggio
13,Monza,pareggio
14,Frosinone,pareggio
15,Milan,pareggio
16,Cagliari,pareggio
17,Genoa,pareggio
18,Verona,pareggio
19,Roma,vittoria
