,squadra,esito
0,Lazio,sconfitta
1,Udinese,pareggio
2,Monza,sconfitta
3,Torino,pareggio
4,Verona,vittoria
5,Empoli,sconfitta
6,Frosinone,pareggio
7,Atalanta,sconfitta
8,Napoli,vittoria
9,Inter,vittoria
10,Milan,vittoria
11,Salernitana,pareggio
12,Roma,vittoria
13,Fiorentina,pareggio
14,Sassuolo,sconfitta
15,Cagliari,vittoria
16,Lecce,pareggio
17,Bologna,vittoria
18,Juventus,sconfitta
19,Genoa,sconfitta
