,squadra,esito
0,Sassuolo,vittoria
1,Roma,sconfitta
2,Bologna,vittoria
3,Udinese,pareggio
4,Atalanta,vittoria
5,Napoli,sconfitta
6,Inter,vittoria
7,Torino,vittoria
8,Empoli,sconfitta
9,Lecce,vittoria
10,Verona,sconfitta
11,Milan,vittoria
12,Cagliari,sconfitta
13,Frosinone,pareggio
14,Monza,sconfitta
15,Lazio,vittoria
16,Fiorentina,sconfitta
17,Genoa,sconfitta
18,Juventus,vittoria
19,Salernitana,sconfitta
