,squadra,esito
0,Empoli,sconfitta
1,Frosinone,sconfitta
2,Genoa,sconfitta
3,Inter,vittoria
4,Roma,pareggio
5,Sassuolo,sconfitta
6,Lecce,vittoria
7,Udinese,sconfitta
8,Torino,pareggio
9,Bologna,sconfitta
10,Verona,vittoria
11,Napoli,vittoria
12,Fiorentina,vittoria
13,Monza,sconfitta
14,Salernitana,pareggio
15,Atalanta,vittoria
16,Lazio,sconfitta
17,Juventus,vittoria
18,Cagliari,pareggio
19,Milan,vittoria
