,squadra,esito
0,Juventus,vittoria
1,Cagliari,sconfitta
2,Empoli,vittoria
3,Verona,sconfitta
4,Inter,sconfitta
5,Lazio,vittoria
6,Napoli,vittoria
7,Frosinone,pareggio
8,Monza,pareggio
9,Genoa,vittoria
10,Lecce,sconfitta
11,Milan,vittoria
12,Salernitana,sconfitta
13,Atalanta,vittoria
14,Sassuolo,vittoria
15,Torino,sconfitta
16,Udinese,sconfitta
17,Fiorentina,pareggio
18,Bologna,pareggio
19,Roma,sconfitta
