,squadra,esito
0,Salernitana,vittoria
1,Atalanta,sconfitta
2,Milan,vittoria
3,Cagliari,pareggio
4,Empoli,sconfitta
5,Frosinone,vittoria
6,Roma,vittoria
7,Juventus,pareggio
8,Verona,pareggio
9,Bologna,vittoria
10,Lazio,sconfitta
11,Napoli,vittoria
12,Fiorentina,sconfitta
13,Monza,pareggio
14,Sassuolo,vittoria
15,Genoa,sconfitta
16,Udinese,sconfitta
17,Inter,pareggio
18,Lecce,pareggio
19,Torino,sconfitta
