,squadra,esito
0,Genoa,pareggio
1,Lecce,vittoria
2,Napoli,vittoria
3,Torino,vittoria
4,Milan,vittoria
5,Fiorentina,vittoria
6,Udinese,pareggio
7,Bologna,vittoria
8,Lazio,sconfitta
9,Atalanta,vittoria
10,Juventus,pareggio
11,Frosinone,sconfitta
12,Cagliari,sconfitta
13,Empoli,sconfitta
14,Monza,sconfitta
15,Verona,sconfitta
16,Sassuolo,pareggio
17,Roma,sconfitta
18,Inter,vittoria
19,Salernitana,sconfitta
