,squadra,esito
0,Bologna,pareggio
1,Inter,vittoria
2,Frosinone,sconfitta
3,Lecce,pareggio
4,Sassuolo,vittoria
5,Empoli,sconfitta
6,Torino,vittoria
7,Udinese,sconfitta
8,Salernitana,sconfitta
9,Roma,pareggio
10,Genoa,pareggio
11,Verona,sconfitta
12,Monza,vittoria
13,Cagliari,pareggio
14,Fiorentina,sconfitta
15,Milan,vittoria
16,Napoli,sconfitta
17,Lazio,vittoria
18,Juventus,vittoria
19,Atalanta,pareggio
