,squadra,esito
0,Cagliari,sconfitta
1,Atalanta,vittoria
2,Juventus,pareggio
3,Milan,pareggio
4,Genoa,vittoria
5,Verona,pareggio
6,Monza,vittoria
7,Lazio,pareggio
8,Fiorentina,sconfitta
9,Salernitana,sconfitta
10,Torino,vittoria
11,Udinese,sconfitta
12,Empoli,pareggio
13,Bologna,pareggio
14,Lecce,sconfitta
15,Frosinone,pareggio
16,Sassuolo,sconfitta
17,Napoli,pareggio
18,Inter,vittoria
19,Roma,vittoria
