,squadra,esito
0,Roma,vittoria
1,Udinese,sconfitta
2,Frosinone,vittoria
3,Empoli,vittoria
4,Salernitana,sconfitta
5,Lecce,sconfitta
6,Bologna,vittoria
7,Torino,sconfitta
8,Sassuolo,sconfitta
9,Inter,vittoria
10,Verona,sconfitta
11,Milan,vittoria
12,Cagliari,sconfitta
13,Monza,sconfitta
14,Genoa,vittoria
15,Juventus,vittoria
16,Fiorentina,sconfitta
17,Lazio,vittoria
18,Napoli,vittoria
19,Atalanta,sconfitta
