Squadra,Mgf,Sgf,Mgs,Sgs
Napoli,2.5,2.3804761428476167,0.75,0.9574271077563381
Juventus,1.5,1.2909944487358056,0.25,0.5
Milan,1.75,1.707825127659933,0.75,0.9574271077563381
Atalanta,1.75,0.9574271077563381,0.5,0.5773502691896257
Fiorentina,0.75,1.5,0.75,0.9574271077563381
Inter,2.25,0.9574271077563381,1.25,1.2583057392117916
Lazio,1.5,1.2909944487358056,0.75,0.5
Torino,1.25,0.9574271077563381,1.25,1.2583057392117916
Roma,1.5,1.0,0.25,0.5
Spezia,0.75,0.9574271077563381,1.75,1.2583057392117916
Cremonese,1.0,0.816496580927726,2.25,0.9574271077563381
Bologna,0.75,0.5,1.5,0.5773502691896257
Lecce,0.75,0.5,1.25,0.5
Monza,0.5,0.5773502691896257,2.75,0.9574271077563381
Empoli,0.5,0.5773502691896257,0.75,0.5
Salernitana,1.25,1.8929694486000912,0.5,0.5773502691896257
Udinese,1.25,0.9574271077563381,1.25,1.8929694486000912
Sampdoria,0.25,0.5,1.75,1.707825127659933
Verona,1.0,0.816496580927726,2.0,2.0
Sassuolo,0.75,0.9574271077563381,1.25,1.5
