Squadra,Mgf,Sgf,Mgs,Sgs
Napoli,2.0,1.4348601079588785,0.7142857142857143,0.8934871726729445
Juventus,1.542857142857143,1.2209653158550446,0.8,1.132410235372531
Milan,1.5714285714285714,1.1189731186834357,1.1714285714285715,1.1753776435861016
Atalanta,1.6,1.4990192872439674,1.2,0.9009798587550961
Fiorentina,1.3428571428571427,1.1617141782438454,1.1428571428571428,1.0885191544386492
Inter,1.8857142857142857,1.5675276256394517,1.0571428571428572,0.9983179130227932
Lazio,1.542857142857143,1.2209653158550446,0.8,1.0232589230148017
Torino,1.0571428571428572,0.7252933338781401,1.1142857142857143,1.0784364654832632
Roma,1.2857142857142858,0.9570613285232153,0.9428571428571428,1.0831016774511428
Spezia,0.8571428571428571,0.8792663098842574,1.6,0.9761870601839528
Cremonese,0.8857142857142857,0.8667528507029444,1.7428571428571429,1.1204740893362728
Bologna,1.2285714285714286,0.87735277919413,1.2571428571428571,1.1966339344633528
Lecce,0.8571428571428571,0.7724238832805371,1.2285714285714286,0.6456057021813513
Monza,1.2571428571428571,0.950011056990055,1.2857142857142858,1.126457972152184
Empoli,0.9142857142857143,0.781078762746399,1.2857142857142858,1.0166678146662023
Salernitana,1.2285714285714286,1.0869740590474166,1.6,1.556768901206825
Udinese,1.2857142857142858,1.1000381964338537,1.2285714285714286,1.0869740590474166
Sampdoria,0.6,0.8116794499134278,1.7714285714285714,1.1653253594071105
Verona,0.8,0.7194769341845014,1.4857142857142858,1.3144318515757958
Sassuolo,1.2285714285714286,1.3080230769171848,1.542857142857143,1.196633934463353
