Squadra,Mgf,Sgf,Mgs,Sgs
Napoli,2.0277777777777777,1.4240006242195884,0.7222222222222222,0.8819171036881968
Juventus,1.5277777777777777,1.2067929426165893,0.8888888888888888,1.2369958488850035
Milan,1.6666666666666667,1.2421180068162376,1.1666666666666667,1.1588171308956141
Atalanta,1.6388888888888888,1.4957612066441577,1.1944444444444444,0.8886408384057869
Fiorentina,1.3333333333333333,1.1464230084422218,1.1388888888888888,1.0731203574563768
Inter,1.8611111111111112,1.5520084274030725,1.1111111111111112,1.0358647947564745
Lazio,1.5277777777777777,1.206792942616589,0.7777777777777778,1.0173104909125017
Torino,1.0555555555555556,0.7149203529842405,1.1111111111111112,1.0630892390381583
Roma,1.3055555555555556,0.9507724512038902,0.9722222222222222,1.0819588350001679
Spezia,0.8333333333333334,0.8783100656536798,1.5555555555555556,0.9984114366459336
Cremonese,0.8888888888888888,0.8544932592822077,1.8333333333333333,1.230563169563316
Bologna,1.3333333333333333,1.0690449676496976,1.25,1.1801936887041646
Lecce,0.8333333333333334,0.7745966692414833,1.1944444444444444,0.6684499957554019
Monza,1.2777777777777777,0.9444911286314404,1.2777777777777777,1.1112698299335921
Empoli,1.0,0.9258200997725514,1.2777777777777777,1.003169580055738
Salernitana,1.25,1.0790207200446682,1.6111111111111112,1.5358157958330025
Udinese,1.25,1.105182596419511,1.2222222222222223,1.0720104240194446
Sampdoria,0.6111111111111112,0.8027729719194864,1.8611111111111112,1.268357267779926
Verona,0.8055555555555556,0.7099072150416941,1.5277777777777777,1.319872528717638
Sassuolo,1.2222222222222223,1.2897643441699198,1.5555555555555556,1.1818736805705579
