Squadra,Mgf,Sgf,Mgs,Sgs
Inter,2.3,1.3429252681597994,0.9,0.8847364696279086
Atalanta,2.3666666666666667,1.586219390255644,1.2666666666666666,1.0806553992619585
Genoa,1.0666666666666667,0.9802650357071221,1.4666666666666666,1.2793676598989838
Juventus,2.033333333333333,1.2172137016162359,0.9,0.7119666788018509
Verona,1.2666666666666666,1.0148325268098497,1.1666666666666667,0.8742813140471172
Milan,1.9,0.9948141396330237,1.1666666666666667,1.0199166069132668
Napoli,2.1666666666666665,1.5992095748737298,1.1333333333333333,1.1957780134587124
Spezia,1.3333333333333333,0.9589266029707683,1.8333333333333333,1.2617266038997934
Fiorentina,1.2666666666666666,1.1724814044061256,1.6333333333333333,1.3514572807192966
Cagliari,1.0333333333333334,1.0333518722845685,1.7,1.1788363637137231
Sassuolo,1.6333333333333333,1.1885468767200222,1.6,1.2205143065174586
Torino,1.4,1.0372377109252813,1.7333333333333334,1.3628907749221195
Bologna,1.3,1.1788363637137231,1.5333333333333334,1.1665845619713497
Parma,0.9666666666666667,0.9278574999588488,1.9666666666666666,1.1290317283753193
Udinese,1.0666666666666667,0.9802650357071221,1.3333333333333333,1.093344547181068
Benevento,1.0,0.8304547985373997,1.8333333333333333,1.57749984061059
Crotone,1.2333333333333334,1.2507469032909713,2.566666666666667,1.4307782626184984
Lazio,1.5333333333333334,0.9371024061116427,1.2666666666666666,1.2298957997167563
Roma,1.8,1.517711525904073,1.4666666666666666,1.2521246311585854
Sampdoria,1.3,0.952311163288627,1.5,0.8610338613230188
