Squadra,Mgf,Sgf,Mgs,Sgs
Inter,3.3333333333333335,2.081665999466133,2.0,1.0
Atalanta,4.333333333333333,0.5773502691896258,1.6666666666666667,0.5773502691896257
Genoa,1.6666666666666667,2.0816659994661326,3.0,2.6457513110645907
Juventus,2.3333333333333335,0.5773502691896258,1.0,1.0
Verona,1.3333333333333333,1.5275252316519468,0.3333333333333333,0.5773502691896258
Milan,2.3333333333333335,0.5773502691896258,0.0,0.0
Napoli,3.0,2.6457513110645907,0.6666666666666666,1.1547005383792517
Spezia,1.0,1.0,2.3333333333333335,2.081665999466133
Fiorentina,1.6666666666666667,1.1547005383792517,2.0,2.0
Cagliari,1.0,1.0,2.6666666666666665,2.081665999466133
Sassuolo,3.0,1.7320508075688772,1.0,0.0
Torino,1.3333333333333333,1.1547005383792517,2.0,1.7320508075688772
Bologna,1.3333333333333333,2.3094010767585034,1.3333333333333333,0.5773502691896257
Parma,0.6666666666666666,0.5773502691896258,2.0,2.0
Udinese,0.0,0.0,1.3333333333333333,0.5773502691896257
Benevento,2.0,1.0,2.3333333333333335,2.5166114784235836
Crotone,0.6666666666666666,0.5773502691896258,3.3333333333333335,1.1547005383792515
Lazio,1.3333333333333333,0.5773502691896257,1.6666666666666667,2.0816659994661326
Roma,1.0,1.0,1.6666666666666667,1.5275252316519468
Sampdoria,1.3333333333333333,1.1547005383792517,2.3333333333333335,1.1547005383792515
