Squadra,Mgf,Sgf,Mgs,Sgs
Inter,2.75,2.0615528128088303,2.0,0.816496580927726
Atalanta,3.5,1.7320508075688772,2.25,1.2583057392117916
Genoa,1.25,1.8929694486000912,2.25,2.6299556396765835
Juventus,2.0,0.816496580927726,1.0,0.816496580927726
Verona,1.0,1.4142135623730951,0.25,0.5
Milan,2.25,0.5,0.25,0.5
Napoli,3.25,2.217355782608345,0.75,0.9574271077563381
Spezia,1.25,0.9574271077563381,2.25,1.707825127659933
Fiorentina,1.75,0.9574271077563381,2.0,1.632993161855452
Cagliari,1.5,1.2909944487358056,2.5,1.7320508075688772
Sassuolo,3.25,1.5,1.5,1.0
Torino,1.5,1.0,2.25,1.5
Bologna,1.75,2.0615528128088303,2.0,1.4142135623730951
Parma,1.0,0.816496580927726,2.25,1.707825127659933
Udinese,0.75,1.5,1.5,0.5773502691896257
Benevento,2.0,0.816496580927726,3.0,2.449489742783178
Crotone,0.75,0.5,2.75,1.5
Lazio,1.0,0.816496580927726,2.0,1.8257418583505538
Roma,2.0,2.160246899469287,1.75,1.2583057392117916
Sampdoria,1.75,1.2583057392117916,1.75,1.5
