Squadra,Mgf,Sgf,Mgs,Sgs
Inter,2.5,1.6431676725154984,1.6666666666666667,1.0327955589886446
Atalanta,2.8333333333333335,1.7224014243685084,2.1666666666666665,1.1690451944500122
Genoa,1.0,1.5491933384829668,2.0,2.0976176963403033
Juventus,2.1666666666666665,1.1690451944500122,1.0,0.6324555320336759
Verona,1.3333333333333333,1.3662601021279464,0.5,0.5477225575051661
Milan,2.3333333333333335,0.5163977794943222,0.8333333333333334,1.1690451944500122
Napoli,2.5,2.16794833886788,1.0,0.8944271909999159
Spezia,1.3333333333333333,0.816496580927726,2.5,1.51657508881031
Fiorentina,1.6666666666666667,1.2110601416389968,2.0,1.2649110640673518
Cagliari,2.0,1.4142135623730951,2.5,1.378404875209022
Sassuolo,3.0,1.2649110640673518,1.5,1.224744871391589
Torino,2.0,1.0954451150103321,2.6666666666666665,1.3662601021279464
Bologna,1.8333333333333333,1.7224014243685084,2.0,1.0954451150103321
Parma,1.3333333333333333,0.816496580927726,2.1666666666666665,1.3291601358251257
Udinese,1.0,1.2649110640673518,1.8333333333333333,0.752772652709081
Benevento,1.6666666666666667,0.816496580927726,2.8333333333333335,1.9407902170679516
Crotone,1.0,0.6324555320336759,2.8333333333333335,1.3291601358251257
Lazio,1.6666666666666667,1.3662601021279464,2.0,1.5491933384829668
Roma,2.1666666666666665,1.7224014243685084,1.6666666666666667,1.3662601021279464
Sampdoria,1.8333333333333333,1.1690451944500122,1.5,1.224744871391589
